"","X.1","X","�..Reef.ID","Reef.Name","Ocean","Country","State.Province.Island","City.Town","Year","Date","Depth","Organism.Code","S1","S2","S3","S4","Errors.","What.errors.","Average_bleaching","ClimSST","Temperature_Kelvin","Temperature_Mean","Temperature_Minimum","Temperature_Maximum","Temperature_Kelvin_Standard_Deviation","Windspeed","SSTA","SSTA_Standard_Deviation","SSTA_Mean","SSTA_Minimum","SSTA_Maximum","SSTA_Frequency","SSTA_Frequency_Standard_Deviation","SSTA_FrequencyMax","SSTA_FrequencyMean","SSTA_DHW","SSTA_DHW_Standard_Deviation","SSTA_DHWMax","SSTA_DHWMean","TSA","TSA_Standard_Deviation","TSA_Minimum","TSA_Maximum","TSA_Mean","TSA_Frequency","TSA_Frequency_Standard_Deviation","TSA_FrequencyMax","TSA_FrequencyMean","TSA_DHW","TSA_DHW_Standard_Deviation","TSA_DHWMax","TSA_DHWMean","Region","Diversity","rate_of_SST_change","Longitude.Degrees","Latitude.Degrees","optional","kd490_value","PAR_value"
"5202",5202,10243,"153.28.33E.28.6.33S","Palm Beach Reef - Palm Beach Reef (Fringing reef seaward) Site 1","Pacific","Australia","Queensland","",2007,"1-Oct-07",9,"Bleaching (% of population)",1,0,0,0,FALSE,"",0.25,295.29,294.22,296.13,291.35,301.5,2.2,5,0.34,0.75,0,-2.32,2.48,4,3.89,20,4,0,2.27,15.87,1.38,-4.85,2.2,-7.71,2.42,-2.93,0,1.41,7,0,0,1.12,10.89,0.32,"ERG082",181,0.043636363,153.4758333,-28.10916667,TRUE,0.0313856341467081,NA
"5203",5203,10245,"153.28.33E.28.6.33S","Palm Beach Reef - Palm Beach Reef (Fringing reef seaward) Site 1","Pacific","Australia","Queensland","",2008,"3-Aug-08",9,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,293.34,293.2,296.13,291.35,301.5,2.2,5,-0.12,0.75,0,-2.32,2.48,1,3.89,20,4,0,2.27,15.87,1.38,-5.87,2.2,-7.71,2.42,-2.93,0,1.41,7,0,0,1.12,10.89,0.32,"ERG082",181,0.043636363,153.4758333,-28.10916667,TRUE,0.0386442840368665,NA
"5204",5204,10247,"153.28.33E.28.6.33S","Palm Beach Reef - Palm Beach Reef (Fringing reef seaward) Site 1","Pacific","Australia","Queensland","",2009,"22-Dec-09",10,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,298.84,297.57,296.13,291.35,301.5,2.2,5,-0.01,0.75,0,-2.32,2.48,4,3.89,20,4,3.66,2.27,15.87,1.38,-1.5,2.2,-7.71,2.42,-2.93,1,1.41,7,0,0,1.12,10.89,0.32,"ERG082",181,0.043636363,153.4758333,-28.10916667,TRUE,0.02932302879023,NA
"5205",5205,10249,"153.28.33E.28.6.33S2","Palm Beach Reef - Palm Beach Reef (Fringing reef seaward) Site 2","Pacific","Australia","Queensland","",2009,"20-Sep-09",9,"Bleaching (% of population)",0,0,0,0,TRUE,"did not record fish",0,294.96,293.9,296.13,291.35,301.5,2.2,6,0.31,0.75,0,-2.32,2.48,2,3.89,20,4,0,2.27,15.87,1.38,-5.17,2.2,-7.71,2.42,-2.93,1,1.41,7,0,0,1.12,10.89,0.32,"ERG082",181,0.043636363,153.4758333,-28.10916667,TRUE,0.0366746421051693,NA
"5206",5206,10251,"146.29.012E.18.34.614S","Palm Island Reefs - Cattle Bay (Fringing reef leeward) Site 1","Pacific","Australia","Queensland","Palm Islands",2010,"13-Mar-10",6,"Bleaching (% of population)",5,5,5,5,FALSE,"",5,299.93,300.22,299.25,293.64,305.39,2.63,9,-1.51,0.94,0,-4.49,3.22,16,5.21,25,6,4.42,3.22,18,2.41,-2.14,2.63,-8.72,3.01,-3.11,1,1.6,7,1,2.95,1.54,9.02,0.62,"ERG078",403,0.025429292,146.4836111,-18.57688889,TRUE,0.029570797163977,NA
"5207",5207,10253,"153.12.33E.27.16.55S","Peel Island - North Peel (Fringing reef leeward) Site 1","Pacific","Australia","Queensland","",2009,"16-Aug-09",2,"Bleaching (% of population)",0,0,0,0,TRUE,"did not record fish",0,293.4,292.03,295.73,289.23,302.79,3.12,6,0.39,0.9,0,-3.12,2.99,3,5.09,26,6,0,3.27,21.21,2.24,-7.78,3.12,-10.57,2.98,-4.07,1,2.28,10,1,0,1.94,16.48,0.62,"ERG082",181,0.041287878,153.2091667,-27.28194444,TRUE,0.293179988861084,NA
"5208",5208,10255,"153.12.33E.27.16.55S","Peel Island - North Peel (Fringing reef leeward) Site 1","Pacific","Australia","Queensland","",2010,"8-Sep-10",2,"Bleaching (% of population)",0,1,1,3,TRUE,"did not record fish",1.25,295.3,293.92,295.73,289.23,302.79,3.12,5,1.11,0.9,0,-3.12,2.99,15,5.09,26,6,1.01,3.27,21.21,2.24,-5.89,3.12,-10.57,2.98,-4.07,7,2.28,10,1,0,1.94,16.48,0.62,"ERG082",181,0.041287878,153.2091667,-27.28194444,TRUE,0.172369003295898,NA
"5209",5209,10257,"153.13.22E.27.18.0S","Peel Island - South Peel (Fringing reef seaward) Site 1","Pacific","Australia","Queensland","",2009,"17-Sep-09",3,"Bleaching (% of population)",0,1,0,1,TRUE,"did not record fish",0.5,295.74,294.94,295.79,289.05,302.82,3.13,6,1.65,0.9,0,-3.81,2.9,7,5.2,24,6,6.6,3.27,19.61,2.15,-5,3.13,-10.88,2.87,-4.14,2,2.16,8,1,0,1.79,14.51,0.59,"ERG082",181,0.041287878,153.2227778,-27.3,TRUE,0.24694399535656,NA
"5210",5210,10259,"153.13.22E.27.18.0S","Peel Island - South Peel (Fringing reef seaward) Site 1","Pacific","Australia","Queensland","",2010,"27-Oct-10",3,"Bleaching (% of population)",0,0,0,0,TRUE,"no substrate, did not record fish",0,298.38,296.51,295.79,289.05,302.82,3.13,5,0.49,0.9,0,-3.81,2.9,12,5.2,24,6,2.1,3.27,19.61,2.15,-3.43,3.13,-10.88,2.87,-4.14,4,2.16,8,1,0,1.79,14.51,0.59,"ERG082",181,0.041287878,153.2227778,-27.3,TRUE,0.456391990184784,NA
"5211",5211,10261,"145.58.57E.16.27.29S","Saxon Reef - Saxon Reef (Back reef slope) Site 1","Pacific","Australia","Queensland","",2009,"25-Apr-09",5,"Bleaching (% of population)",0,1,1,1,FALSE,"",0.75,298.18,300.04,299.59,294.6,306.76,2.04,7,0.25,0.86,0,-3.89,5.25,1,5.58,30,6,2.58,3.1,17.5,2.12,-2.16,2.04,-7.6,4.54,-2.61,1,1.38,7,1,2.48,1.27,7.73,0.48,"ERG078",403,0.018762626,145.9825,-16.45805556,TRUE,0.0639050006866455,NA
"5212",5212,10263,"145.58.57E.16.27.29S","Saxon Reef - Saxon Reef (Back reef slope) Site 1","Pacific","Australia","Queensland","",2010,"1-Mar-10",5,"Bleaching (% of population)",0,0,0,2,TRUE,"did not record fish",0.5,300.62,303.54,299.59,294.6,306.76,2.04,5,1.66,0.86,0,-3.89,5.25,11,5.58,30,6,0,3.1,17.5,2.12,1.33,2.04,-7.6,4.54,-2.61,0,1.38,7,1,0,1.27,7.73,0.48,"ERG078",403,0.018762626,145.9825,-16.45805556,TRUE,0.0793510004878044,NA
"5213",5213,10265,"145.58.57E.16.27.29S2","Saxon Reef - Saxon Reef (Back reef slope) Site 2","Pacific","Australia","Queensland","",2009,"26-Apr-09",6,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,298.18,300.04,299.59,294.6,306.76,2.04,7,0.25,0.86,0,-3.89,5.25,1,5.58,30,6,2.58,3.1,17.5,2.12,-2.16,2.04,-7.6,4.54,-2.61,1,1.38,7,1,2.48,1.27,7.73,0.48,"ERG078",403,0.018762626,145.9825,-16.45805556,TRUE,0.0639050006866455,NA
"5214",5214,10267,"145.58.57E.16.27.29S2","Saxon Reef - Saxon Reef (Back reef slope) Site 2","Pacific","Australia","Queensland","",2010,"28-Mar-10",5,"Bleaching (% of population)",2,3,2,5,TRUE,"did not record fish",3,299.38,300.2,299.59,294.6,306.76,2.04,8,-0.82,0.86,0,-3.89,5.25,13,5.58,30,6,3.78,3.1,17.5,2.12,-2.01,2.04,-7.6,4.54,-2.61,2,1.38,7,1,2.94,1.27,7.73,0.48,"ERG078",403,0.018762626,145.9825,-16.45805556,TRUE,0.0793510004878044,NA
"5215",5215,10269,"153.31.35E.27.24.51S","Shag Rock Island - Shag Rock North (Fringing reef seaward) Site 2","Pacific","Australia","Queensland","",2009,"16-Jul-09",6,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,293.97,293.53,296.8,291.54,302.69,2.18,6,-0.72,0.8,0,-3.39,3.02,5,4.48,22,4,0,2.34,12.62,1.6,-6.15,2.18,-8.13,3,-2.87,0,1.38,5,0,0,1.05,7.27,0.33,"ERG082",181,0.041287878,153.5263889,-27.41416667,TRUE,0.0715660005807877,NA
"5216",5216,10271,"153.31.35E.27.24.51S","Shag Rock Island - Shag Rock North (Fringing reef seaward) Site 2","Pacific","Australia","Queensland","",2010,"7-Oct-10",7,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,296.91,296.07,296.8,291.54,302.69,2.18,12,0.92,0.8,0,-3.39,3.02,22,4.48,22,4,12.62,2.34,12.62,1.6,-3.61,2.18,-8.13,3,-2.87,3,1.38,5,0,0,1.05,7.27,0.33,"ERG082",181,0.041287878,153.5263889,-27.41416667,TRUE,0.0680029988288879,NA
"5217",5217,10273,"153.31.33E.27.24.51S","Shag Rock Island - Shag Rock South (Back reef crest) Site 1","Pacific","Australia","Queensland","",2009,"16-Jul-09",6,"Bleaching (% of population)",1,1,0,0,TRUE,"no substrate",0.5,293.97,293.53,296.8,291.54,302.69,2.18,6,-0.72,0.8,0,-3.39,3.02,5,4.48,22,4,0,2.34,12.62,1.6,-6.15,2.18,-8.13,3,-2.87,0,1.38,5,0,0,1.05,7.27,0.33,"ERG082",181,0.041287878,153.5258333,-27.41416667,TRUE,0.0715660005807877,NA
"5218",5218,10275,"153.31.33E.27.24.51S1","Shag Rock Island - Shag Rock South (Fringing reef seaward) Site 1","Pacific","Australia","Queensland","",2008,"14-Dec-08",9,"Bleaching (% of population)",10,0,0,0,FALSE,"",2.5,299.42,299.1,296.8,291.54,302.69,2.18,7,0.86,0.8,0,-3.39,3.02,3,4.48,22,4,5.6,2.34,12.62,1.6,-0.58,2.18,-8.13,3,-2.87,0,1.38,5,0,0,1.05,7.27,0.33,"ERG082",181,0.041287878,153.5258333,-27.41416667,TRUE,0.0509670004248619,NA
"5219",5219,10277,"153.31.33E.27.24.51S1","Shag Rock Island - Shag Rock South (Fringing reef seaward) Site 1","Pacific","Australia","Queensland","",2010,"22-Aug-10",6,"Bleaching (% of population)",3,2,2,2,TRUE,"did not record fish",2.25,294.73,294.52,296.8,291.54,302.69,2.18,8,0.56,0.8,0,-3.39,3.02,18,4.48,22,4,5.77,2.34,12.62,1.6,-5.16,2.18,-8.13,3,-2.87,3,1.38,5,0,0,1.05,7.27,0.33,"ERG082",181,0.041287878,153.5258333,-27.41416667,TRUE,0.0668419972062111,NA
"5220",5220,10279,"146.10.46E.16.47.45S","Thetford Reef - Thetford Reef (Back reef slope) Site 1","Pacific","Australia","Queensland","",2009,"18-Apr-09",5,"Bleaching (% of population)",1,1,1,1,FALSE,"",1,298.5,300.92,299.59,294.82,306.1,2.05,6,0.77,0.86,0,-3.36,4.58,7,5.72,27,5,5.99,2.93,16.51,1.98,-1.29,2.05,-7.38,3.88,-2.61,5,1.52,6,1,5.84,1.33,7.65,0.52,"ERG078",403,0.020984848,146.1794444,-16.79583333,TRUE,0.0566719993948936,NA
"5221",5221,10281,"146.10.46E.16.47.45S2","Thetford Reef - Thetford Reef (Reef flat) Site 1","Pacific","Australia","Queensland","",2009,"18-Apr-09",2,"Bleaching (% of population)",1,2,5,5,FALSE,"",3.25,298.5,300.92,299.59,294.82,306.1,2.05,6,0.77,0.86,0,-3.36,4.58,7,5.72,27,5,5.99,2.93,16.51,1.98,-1.29,2.05,-7.38,3.88,-2.61,5,1.52,6,1,5.84,1.33,7.65,0.52,"ERG078",403,0.020984848,146.1794444,-16.79583333,TRUE,0.0566719993948936,NA
"5222",5222,10283,"147.31.270E.18.47.695S","Wheeler Reef - The Mooring (Back reef slope) Site 1","Pacific","Australia","Queensland","Townsville",2010,"11-Apr-10",9,"Bleaching (% of population)",10,5,5,5,FALSE,"",6.25,298.53,300.66,299.19,294.01,304.44,2.06,4,0.37,0.79,0,-3.34,2.76,15,5.54,29,5,2.37,2.89,16.4,1.77,-1.09,2.06,-7.73,2.69,-2.55,0,1.43,6,1,0,1.13,9.46,0.35,"ERG078",403,0.026818181,147.5211667,-18.79491667,TRUE,0.0372669994831085,NA
"5223",5223,10284,"43.26.34E.12.27.16N","Chinese Garden - Sept Freres","Red Sea","Djibouti","Ill Sept Freres","",2008,"1-May-08",10,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.68,302.98,301.43,296.58,306.8,2.04,3,0.6,0.96,0,-3.52,4.13,7,5.24,25,6,0,3.32,20.57,2.48,-0.56,2.04,-6.96,3.25,-2.1,2,2.74,11,2,0,1.95,9.76,0.93,"ERG003",266,0.03060606,43.44277778,12.45444444,TRUE,0.0302750002592802,NA
"5224",5224,10286,"43.25.56.9E.12.28.0.32N","Japanese Garden - Island Grand","Red Sea","Djibouti","Ill Sept Freres","",2008,"1-May-08",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.66,302.98,301.44,296.37,306.51,2.07,3,0.71,0.97,0,-3.45,3.65,6,5.36,26,6,0,3.26,21.53,2.52,-0.63,2.07,-7.23,2.89,-2.16,2,2.68,12,2,0,2.02,11.96,0.98,"ERG003",266,0.03060606,43.43247222,12.46675556,TRUE,0.0369080007076263,NA
"5225",5225,10288,"43.8.54.73E.11.42.47.28N","Maskali Light-house/Maskali Island","Red Sea","Djibouti","","Djibouti City",2008,"27-Apr-08",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,303.48,301.91,302.08,296.64,306.92,1.95,4,-1.21,0.96,0,-4.2,3.22,4,4.95,26,6,0,2.98,18.67,2.46,-2.1,1.95,-7.36,2.9,-1.92,0,2.51,11,2,0,1.82,11.39,0.94,"ERG003",266,0.031439393,43.14852778,11.71313889,TRUE,0.0631999969482422,NA
"5226",5226,10290,"43.8.54.73E.11.42.47.28N","Maskali Light-house/Maskali Island","Red Sea","Djibouti","","Djibouti City",2008,"27-Apr-08",10,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,303.48,301.91,302.08,296.64,306.92,1.95,4,-1.21,0.96,0,-4.2,3.22,4,4.95,26,6,0,2.98,18.67,2.46,-2.1,1.95,-7.36,2.9,-1.92,0,2.51,11,2,0,1.82,11.39,0.94,"ERG003",266,0.031439393,43.14852778,11.71313889,TRUE,0.0631999969482422,NA
"5227",5227,10292,"43.12.30.06E.11.44.26.99N","Tombant Nord/Moucha Island","Red Sea","Djibouti","","Djibouti City",2008,"29-Apr-08",10,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,303.42,301.67,302,297.2,307.32,1.99,4,-1.39,0.99,0,-4.25,3.53,6,4.77,23,7,0,3.01,18.06,2.64,-2.28,1.99,-6.75,3.36,-1.94,1,2.52,12,2,0,1.8,9.18,1.01,"ERG003",266,0.031439393,43.20836111,11.74083333,TRUE,0.0432129986584187,NA
"5228",5228,10294,"34.30.49.81E.28.28.42.63N","The Island","Red Sea","Egypt","Dahab","",2008,"19-Jun-08",5,"Bleaching (% of population)",0,0,0,0,TRUE,"no site description",0,299.54,297.83,297.12,291.67,302.45,2.17,7,-0.36,0.94,0,-3.47,4.94,8,6.82,36,6,0,3.89,24.67,2.37,-2.08,2.17,-8.23,2.53,-2.78,6,2.29,8,1,0,1.76,10.38,0.64,"ERG001",310,-0.019873737,34.51383333,28.4785,TRUE,0.0481931000947952,NA
"5229",5229,10296,"33.57.16.58E.27.8.21.61N","Gota Abu Ramada","Red Sea","Egypt","Hurghada","",2008,"23-Jun-08",5,"Bleaching (% of population)",0,0,0,0,TRUE,"no site description",0,300.71,299.5,298.12,292.58,303.51,2.37,7,0.17,0.98,0,-4,3.38,5,7.1,37,7,1.12,3.72,25.15,2.6,-1.58,2.37,-8.5,2.42,-2.95,3,2.3,11,1,0,1.78,12.31,0.65,"ERG001",310,-0.029848484,33.95461111,27.13933333,TRUE,0.0318779982626438,NA
"5230",5230,10298,"33.57.16.58E.27.8.21.61N","Gota Abu Ramada","Red Sea","Egypt","Hurghada","",2008,"23-Jun-08",10,"Bleaching (% of population)",0,0,0,0,TRUE,"no site description",0,300.71,299.5,298.12,292.58,303.51,2.37,7,0.17,0.98,0,-4,3.38,5,7.1,37,7,1.12,3.72,25.15,2.6,-1.58,2.37,-8.5,2.42,-2.95,3,2.3,11,1,0,1.78,12.31,0.65,"ERG001",310,-0.029848484,33.95461111,27.13933333,TRUE,0.0318779982626438,NA
"5231",5231,10300,"34.47.53.8E.25.14.44.48N","Marsa Shaqraa-Hosam Helmy Camp","Red Sea","Egypt","Marsa Alam","",2008,"26-Jun-08",5,"Bleaching (% of population)",0,0,0,0,TRUE,"no site description",0,301.73,300.47,298.48,292.89,304.7,2.53,5,0.02,0.99,0,-4.06,3.27,11,7.98,38,7,0,4.32,24.94,2.64,-1.42,2.53,-9,2.8,-3.4,8,2.53,9,1,0,1.99,14.98,0.63,"ERG001",310,0.020782828,34.79827778,25.24569444,TRUE,NA,NA
"5232",5232,10302,"34.47.53.8E.25.14.44.48N","Marsa Shaqraa-Hosam Helmy Camp","Red Sea","Egypt","Marsa Alam","",2008,"26-Jun-08",10,"Bleaching (% of population)",0,0,0,0,TRUE,"no site description",0,301.73,300.47,298.48,292.89,304.7,2.53,5,0.02,0.99,0,-4.06,3.27,11,7.98,38,7,0,4.32,24.94,2.64,-1.42,2.53,-9,2.8,-3.4,8,2.53,9,1,0,1.99,14.98,0.63,"ERG001",310,0.020782828,34.79827778,25.24569444,TRUE,NA,NA
"5233",5233,10304,"34.4.4.97E.29.7.39.89N","Castle Beach - Ras Shitan","Red Sea","Egypt","Nuweba","",2008,"18-Jun-08",5,"Bleaching (% of population)",0,0,0,0,TRUE,"no site description",0,262.15,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.011313131,34.06805556,29.12775,TRUE,0.039239952784209,NA
"5234",5234,10306,"34.25.25.37E.25.52.14.62N","Marsa Wizr- Mangrove Bay Resort Beach","Red Sea","Egypt","Quseir","",2008,"25-Jun-08",5,"Bleaching (% of population)",0,0,0,0,TRUE,"no site description",0,301.25,300.69,298.21,293.32,304.26,2.43,6,0.64,0.97,0,-4.48,3.42,11,7.27,35,7,2.11,4.08,24.58,2.52,-0.71,2.43,-8.07,2.85,-3.18,6,2.66,10,1,0,2.13,18.51,0.68,"ERG001",310,0.020782828,34.42372222,25.87072222,TRUE,NA,NA
"5235",5235,10308,"34.25.25.37E.25.52.14.62N","Marsa Wizr- Mangrove Bay Resort Beach","Red Sea","Egypt","Quseir","",2008,"25-Jun-08",10,"Bleaching (% of population)",0,0,0,0,TRUE,"no site description",0,301.25,300.69,298.21,293.32,304.26,2.43,6,0.64,0.97,0,-4.48,3.42,11,7.27,35,7,2.11,4.08,24.58,2.52,-0.71,2.43,-8.07,2.85,-3.18,6,2.66,10,1,0,2.13,18.51,0.68,"ERG001",310,0.020782828,34.42372222,25.87072222,TRUE,NA,NA
"5236",5236,10310,"34.0.11.46E.26.50.35.15N","Ras Abo Soma","Red Sea","Egypt","Safaga","",2008,"24-Jun-08",5,"Bleaching (% of population)",0,0,0,0,TRUE,"no site description",0,300.81,299.43,298.12,293.1,303.83,2.4,7,0.07,0.95,0,-3.78,3.01,7,6.57,35,6,2.04,3.55,25.48,2.38,-1.77,2.4,-8.09,2.62,-3.07,3,1.85,8,1,0,1.43,10.46,0.5,"ERG001",310,0.016237373,34.00319444,26.84311111,TRUE,NA,NA
"5237",5237,10312,"34.0.11.46E.26.50.35.15N","Ras Abo Soma","Red Sea","Egypt","Safaga","",2008,"24-Jun-08",10,"Bleaching (% of population)",0,0,0,0,TRUE,"no site description",0,300.81,299.43,298.12,293.1,303.83,2.4,7,0.07,0.95,0,-3.78,3.01,7,6.57,35,6,2.04,3.55,25.48,2.38,-1.77,2.4,-8.09,2.62,-3.07,3,1.85,8,1,0,1.43,10.46,0.5,"ERG001",310,0.016237373,34.00319444,26.84311111,TRUE,NA,NA
"5238",5238,10314,"34.15.27.9E.27.43.39.37N","Ras Mohamed - Anemone City","Red Sea","Egypt","Sharm El-Sheikh","",2008,"17-Jun-08",5,"Bleaching (% of population)",0,0,0,0,TRUE,"no site description",0,300.81,298.83,298.36,293.04,303.63,2.4,7,-0.36,0.98,0,-4.3,3.4,8,6.93,37,7,1.89,3.8,25.7,2.69,-2.57,2.4,-8.35,2.23,-3.03,5,2.07,8,1,0,1.58,8.64,0.62,NA,NA,-0.004141414,34.25775,27.72761111,TRUE,0.0346000008285046,NA
"5239",5239,10316,"34.15.27.9E.27.43.39.37N","Ras Mohamed - Anemone City","Red Sea","Egypt","Sharm El-Sheikh","",2008,"17-Jun-08",10,"Bleaching (% of population)",0,0,0,0,TRUE,"no site description",0,300.81,298.83,298.36,293.04,303.63,2.4,7,-0.36,0.98,0,-4.3,3.4,8,6.93,37,7,1.89,3.8,25.7,2.69,-2.57,2.4,-8.35,2.23,-3.03,5,2.07,8,1,0,1.58,8.64,0.62,NA,NA,-0.004141414,34.25775,27.72761111,TRUE,0.0346000008285046,NA
"5240",5240,10318,"34.24.50.75E.27.57.49.98N","Melia Sinai Beach","Red Sea","Egypt","Ras Nosrany","",2008,"20-Jun-08",5,"Bleaching (% of population)",0,0,0,0,TRUE,"no site description",0,300.66,299.42,298.17,292.02,304.04,2.32,7,0.15,1.03,0,-4,3.14,10,6.29,33,7,1,3.95,25.46,2.66,-1.62,2.32,-9.01,3,-2.86,5,2.28,9,2,0,1.96,12.93,0.74,NA,NA,-0.004141414,34.41411111,27.96388889,TRUE,0.0519544766062782,NA
"5241",5241,10320,"34.24.50.75E.27.57.49.98N","Melia Sinai Beach","Red Sea","Egypt","Ras Nosrany","",2008,"20-Jun-08",10,"Bleaching (% of population)",0,0,0,0,TRUE,"no site description",0,300.66,299.42,298.17,292.02,304.04,2.32,7,0.15,1.03,0,-4,3.14,10,6.29,33,7,1,3.95,25.46,2.66,-1.62,2.32,-9.01,3,-2.86,5,2.28,9,2,0,1.96,12.93,0.74,NA,NA,-0.004141414,34.41411111,27.96388889,TRUE,0.0519544766062782,NA
"5242",5242,10322,"34.58.0.44E.29.24.3.7N","Aquarium","Red Sea","Jordan","Aqaba","",2008,"27-Oct-08",5,"Bleaching (% of population)",1,0,0,0,TRUE,"no site description",0.25,262.15,297.9633333,296.6033333,291.7433333,302.7266667,2.146666667,4,0.183333333,0.87,0,-3.493333333,5.036666667,4.333333333,7.03,31,5.666666667,4.46,3.863333333,24.86333333,2.106666667,-1.6,2.146666667,-7.81,3.156666667,-2.946666667,1.666666667,1.98,9.666666667,1,2.483333333,1.54,10.19666667,0.52,NA,NA,-0.011313131,34.96678889,29.40102778,TRUE,0.193514847931893,NA
"5243",5243,10324,"34.58.0.44E.29.24.3.7N","Aquarium","Red Sea","Jordan","Aqaba","",2008,"27-Oct-08",10,"Bleaching (% of population)",1,0,1,0,TRUE,"no site description",0.5,262.15,297.9633333,296.6033333,291.7433333,302.7266667,2.146666667,4,0.183333333,0.87,0,-3.493333333,5.036666667,4.333333333,7.03,31,5.666666667,4.46,3.863333333,24.86333333,2.106666667,-1.6,2.146666667,-7.81,3.156666667,-2.946666667,1.666666667,1.98,9.666666667,1,2.483333333,1.54,10.19666667,0.52,NA,NA,-0.011313131,34.96678889,29.40102778,TRUE,0.193514847931893,NA
"5244",5244,10326,"34.58.10.9E.29.27.1N","First Bay","Red Sea","Jordan","Aqaba","",2008,"28-Oct-08",5,"Bleaching (% of population)",0,0,0,0,TRUE,"no site description",0,262.15,297.8725,296.57,291.9,303.0325,2.0575,4,0.235,0.9625,0,-3.9225,6.63,6.75,7.665,34.25,6.5,7.7575,5.0275,30.5375,2.5925,-1.4675,2.0575,-7.43,3.685,-2.755,3.25,2.46,12.75,1.5,5.04,2.01,16.705,0.6625,NA,NA,-0.011313131,34.96969444,29.45027778,TRUE,0.19080445561558,NA
"5245",5245,10328,"34.58.10.9E.29.27.1N","First Bay","Red Sea","Jordan","Aqaba","",2008,"28-Oct-08",10,"Bleaching (% of population)",0,0,0,0,TRUE,"no site description",0,262.15,297.8725,296.57,291.9,303.0325,2.0575,4,0.235,0.9625,0,-3.9225,6.63,6.75,7.665,34.25,6.5,7.7575,5.0275,30.5375,2.5925,-1.4675,2.0575,-7.43,3.685,-2.755,3.25,2.46,12.75,1.5,5.04,2.01,16.705,0.6625,NA,NA,-0.011313131,34.96969444,29.45027778,TRUE,0.19080445561558,NA
"5246",5246,10330,"34.58.22.88E.29.25.42.63N","Japanese Garden","Red Sea","Jordan","Aqaba","",2008,"26-Oct-08",5,"Bleaching (% of population)",0,1,0,0,TRUE,"no site description",0.25,262.15,297.8725,296.57,291.9,303.0325,2.0575,4,0.235,0.9625,0,-3.9225,6.63,6.75,7.665,34.25,6.5,7.7575,5.0275,30.5375,2.5925,-1.4675,2.0575,-7.43,3.685,-2.755,3.25,2.46,12.75,1.5,5.04,2.01,16.705,0.6625,NA,NA,-0.011313131,34.97302778,29.4285,TRUE,0.193514847931893,NA
"5247",5247,10332,"34.58.22.88E.29.25.42.63N","Japanese Garden","Red Sea","Jordan","Aqaba","",2008,"26-Oct-08",10,"Bleaching (% of population)",1,2,2,2,TRUE,"no site description",1.75,262.15,297.8725,296.57,291.9,303.0325,2.0575,4,0.235,0.9625,0,-3.9225,6.63,6.75,7.665,34.25,6.5,7.7575,5.0275,30.5375,2.5925,-1.4675,2.0575,-7.43,3.685,-2.755,3.25,2.46,12.75,1.5,5.04,2.01,16.705,0.6625,NA,NA,-0.011313131,34.97302778,29.4285,TRUE,0.193514847931893,NA
"5248",5248,10334,"40.13.56.7E.20.8.52.6N","Allith","Red Sea","Saudi Arabia","Western","Lith",2009,"6-Jan-09",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,299.46,300.96,302.18,296.5,307.1,1.77,4,0.33,1.02,0,-3.95,3.48,5,6.16,28,7,0,3.61,25.12,2.77,-3.42,1.77,-7.87,2.72,-2.19,0,1.59,7,0,0,1.14,12.37,0.26,"ERG001",310,0.02060606,40.23241667,20.14794444,TRUE,0.0449363959546622,NA
"5249",5249,10336,"40.13.56.7E.20.8.52.6N","Allith","Red Sea","Saudi Arabia","Western","Lith",2009,"6-Jan-09",10,"Bleaching (% of population)",1,0,1,0,FALSE,"",0.5,299.46,300.96,302.18,296.5,307.1,1.77,4,0.33,1.02,0,-3.95,3.48,5,6.16,28,7,0,3.61,25.12,2.77,-3.42,1.77,-7.87,2.72,-2.19,0,1.59,7,0,0,1.14,12.37,0.26,"ERG001",310,0.02060606,40.23241667,20.14794444,TRUE,0.0449363959546622,NA
"5250",5250,10338,"35.31.53.97E.27.32.43.24N","Duba (Cement Tabouk)","Red Sea","Saudi Arabia","Western","Duba",2008,"28-Dec-08",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,296.03,297.76,299.04,293.14,304.74,2.6,4,0.21,0.98,0,-3.94,4.02,7,6.1,35,7,1,3.47,21.59,2.61,-4.62,2.6,-9.23,2.35,-3.33,1,1.49,6,1,0,1.39,9.28,0.52,NA,NA,0.020858585,35.53166667,27.54533333,TRUE,0.0431311333896937,NA
